"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3144","서울특별시 강남구 역삼동","집합","825-13","강남대로","일반상업","업무","25m이상","287.57"," ","606,000","18","개인","개인","202603","06","지분","1998","-","중개거래","서울 서초구"
"3145","서울특별시 영등포구 여의도동","집합","44-13","여의대방로69길","일반상업","업무","25m미만","22.72"," ","19,800","7","개인","개인","202603","06","","1982","-","중개거래","서울 도봉구, 서울 영등포구"
"3146","서울특별시 양천구 신정동","집합","971-20","중앙로","준주거","제2종근린생활","25m이상","211.46"," ","80,000","2","기타","기타","202603","06","","2003","-","중개거래","경기 부천시 원미구, 서울 양천구"
"3147","서울특별시 성동구 성수동2가","집합","321-79","성수이로7가길","준공업","제2종근린생활","8m미만","64.23"," ","112,000","2","법인","개인","202603","06","","2003","-","중개거래","서울 강남구"
"3148","서울특별시 강남구 청담동","집합","5-29","삼성로149길","제3종일반주거","업무","12m미만","24.64"," ","13,500","1","개인","개인","202603","06","","1991","20260306","중개거래","서울 서초구"
"3149","서울특별시 강남구 청담동","집합","5-29","삼성로149길","제3종일반주거","업무","12m미만","24.64"," ","19,500","1","개인","개인","202603","06","","1991","-","중개거래","서울 서초구"
"3150","서울특별시 은평구 진관동","집합","100","통일로","준주거","제2종근린생활","25m이상","55.70"," ","125,000","1","개인","개인","202603","06","지분","2015","-","직거래","-"
"3151","서울특별시 송파구 석촌동","일반","1**","송파대로","제3종일반주거","제1종근린생활","25m이상","950.40","413.20","1,380,000","","법인","개인","202603","06","","1986","-","중개거래","서울 송파구"
"3152","서울특별시 영등포구 영등포동5가","일반","1*","","준주거","제1종근린생활","8m미만","215.00","47.30","120,000","","개인","개인","202603","06","","1959","-","중개거래","서울 영등포구"
"3153","서울특별시 강남구 일원동","일반","7**","광평로10길","제2종일반주거","제1종근린생활","25m이상","5.86","6.59","51,000","","개인","개인","202603","06","","1993","-","중개거래","서울 강남구"
"3154","서울특별시 중구 을지로7가","집합","105","을지로","일반상업","판매","25m이상","3.97"," ","7,500","61","개인","개인","202603","06","","2006","-","중개거래","서울 성동구"
"3155","서울특별시 마포구 도화동","집합","538","큰우물로","일반상업","업무","25m미만","63.30"," ","19,000","","개인","개인","202603","06","","1984","-","중개거래","서울 마포구"
"3156","서울특별시 성북구 종암동","집합","3-91","종암로","제2종일반주거","기타","25m이상","36.53"," ","35,000","15","법인","개인","202603","06","","2008","-","직거래","-"
"3157","서울특별시 도봉구 도봉동","집합","632-1","마들로","준주거","제2종근린생활","12m미만","31.20"," ","13,300","2","법인","개인","202603","06","","2016","-","직거래","-"
"3158","서울특별시 성동구 성수동2가","일반","3**","연무장5가길","준공업","제1종근린생활","12m미만","259.81","88.60","506,250","","법인","개인","202603","06","지분","1988","-","직거래","-"
"3159","서울특별시 도봉구 도봉동","집합","632-1","마들로","준주거","제2종근린생활","12m미만","61.89"," ","26,700","2","법인","개인","202603","06","","2016","-","직거래","-"
"3160","서울특별시 광진구 군자동","일반","4**","천호대로","제3종일반주거","제2종근린생활","25m이상","527.94","190.10","495,000","","법인","개인","202603","06","","1988","-","중개거래","경기 안산시 상록구, 서울 광진구"
"3161","서울특별시 영등포구 여의도동","집합","44-23","의사당대로1길","일반상업","기타","25m미만","64.89"," ","52,000","","개인","개인","202603","06","","1982","-","중개거래","서울 도봉구, 서울 영등포구"
"3162","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.07"," ","2,700","","법인","개인","202603","06","","","-","중개거래","서울 광진구"
"3163","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.26"," ","2,800","","법인","개인","202603","06","","","-","중개거래","서울 광진구"
"3164","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","17.34"," ","11,800","","개인","개인","202603","06","","1996","-","중개거래","서울 구로구, 서울 도봉구"
"3165","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.26"," ","2,800","","법인","개인","202603","06","","","-","중개거래","서울 광진구"
"3166","서울특별시 강동구 명일동","집합","48-13","동남로71길","일반상업","교육연구","25m미만","154.80"," ","90,000","5","개인","개인","202603","06","","2004","-","중개거래","서울 강동구"
"3167","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.07"," ","2,700","","법인","개인","202603","06","","","-","중개거래","서울 광진구"
"3168","서울특별시 강서구 화곡동","집합","964-18","까치산로18나길","제2종일반주거","제1종근린생활","8m미만","48.52"," ","23,000","1","개인","개인","202603","06","","2019","-","중개거래","서울 양천구"
"3169","서울특별시 강동구 명일동","집합","48-13","동남로71길","일반상업","교육연구","25m미만","135.05"," ","78,000","5","개인","개인","202603","06","","2004","-","중개거래","서울 강동구"
"3170","서울특별시 동대문구 신설동","집합","100-22","청계천로","일반상업","판매","25m미만","4.51"," ","886","2","법인","개인","202603","05","","1992","-","직거래","-"
"3171","서울특별시 중구 신당동","집합","251-1","퇴계로73길","일반상업","제2종근린생활","8m미만","4.40"," ","2,300","","법인","개인","202603","05","","1997","-","직거래","-"
"3172","서울특별시 은평구 불광동","집합","484-138","통일로82길","제2종일반주거","제2종근린생활","8m미만","48.58"," ","15,000","2","개인","개인","202603","05","","2011","-","직거래","-"
"3173","서울특별시 종로구 당주동","집합","100","세종대로23길","일반상업","판매","25m미만","299.50"," ","81,500","","법인","개인","202603","05","","1983","-","중개거래","서울 강남구"
"3174","서울특별시 강서구 방화동","집합","849","양천로","준주거","제2종근린생활","25m미만","66.58"," ","35,300","","개인","개인","202603","05","","","-","중개거래","서울 강서구"
"3175","서울특별시 동대문구 신설동","집합","100-22","청계천로","일반상업","판매","25m미만","4.51"," ","886","2","법인","개인","202603","05","","1992","-","직거래","-"
"3176","서울특별시 종로구 인사동","집합","43","인사동길","일반상업","기타","25m이상","11.97"," ","9,900","2","개인","개인","202603","05","","1992","-","직거래","-"
"3177","서울특별시 강남구 신사동","일반","5**","압구정로20길","제2종일반주거","제1종근린생활","12m미만","649.77","203.00","1,150,000","","법인","개인","202603","05","","","-","중개거래","서울 강남구"
"3178","서울특별시 구로구 구로동","집합","222-12","디지털로30길","준공업","제2종근린생활","12m미만","132.72"," ","50,000","11","법인","법인","202603","05","","","-","중개거래","서울 구로구"
"3179","서울특별시 관악구 남현동","집합","1065-3","남현1길","제2종일반주거","제2종근린생활","8m미만","86.94"," ","65,000","3","법인","개인","202603","05","","1994","-","중개거래","서울 관악구"
"3180","서울특별시 용산구 남영동","일반","3*","한강대로84길","제2종일반주거","제2종근린생활","12m미만","591.61","200.30","750,000","","법인","법인","202603","05","","1936","-","중개거래","서울 용산구"
"3181","서울특별시 양천구 목동","집합","535-33","목동중앙북로16길","제2종일반주거","제2종근린생활","12m미만","22.23"," ","17,500","1","개인","개인","202603","05","","2009","-","중개거래","서울 양천구"
"3182","서울특별시 영등포구 영등포동2가","일반","2**","영등포로53길","준주거","제1종근린생활","25m미만","79.00","79.30","113,000","","개인","개인","202603","05","","","-","직거래","-"
"3183","서울특별시 강남구 역삼동","집합","642-9","논현로","일반상업","업무","25m이상","299.88"," ","340,000","","법인","법인","202603","05","","","-","중개거래","서울 강남구"
"3184","서울특별시 광진구 구의동","집합","591-22","뚝섬로67길","제2종일반주거","제1종근린생활","8m미만","22.47"," ","18,000","1","개인","개인","202603","05","","2016","-","중개거래","서울 광진구"
"3185","서울특별시 종로구 삼청동","일반","1**","삼청로9길","제1종일반주거","제2종근린생활","8m미만","73.80","56.20","76,000","","법인","개인","202603","05","","2011","-","중개거래","서울 종로구"
"3186","서울특별시 종로구 장사동","일반","5*","종로22길","일반상업","제1종근린생활","8m미만","73.26","82.60","300,000","","법인","개인","202603","05","","","-","중개거래","서울 종로구"
"3187","서울특별시 종로구 종로6가","집합","262-1","종로","일반상업","판매","25m이상","9.92"," ","34,000","22","개인","개인","202603","05","","","-","중개거래","서울 종로구"
"3188","서울특별시 중구 인현동1가","집합","158","충무로","일반상업","숙박","25m미만","18.16"," ","27,000","8","개인","개인","202603","05","","2020","-","중개거래","서울 중구"
"3189","서울특별시 종로구 수송동","집합","85","율곡로2길","일반상업","숙박","25m이상","43.07"," ","39,800","8","개인","개인","202603","05","","2005","-","중개거래","서울 종로구"
"3190","서울특별시 중구 충무로2가","집합","65-9","퇴계로","중심상업","제1종근린생활","25m이상","28.88"," ","90,000","80","법인","개인","202603","05","","2006","-","직거래","-"
"3191","서울특별시 송파구 오금동","집합","1","양재대로","준주거","제1종근린생활","25m이상","138.01"," ","188,350","","법인","개인","202603","05","지분","1994","-","직거래","-"
"3192","서울특별시 마포구 도화동","집합","538","큰우물로","일반상업","판매","25m미만","49.78"," ","11,000","","개인","개인","202603","05","","1984","-","직거래","-"
"3193","서울특별시 영등포구 문래동1가","일반","7*","경인로76길","준공업","제1종근린생활","8m미만","1959.58","2494.20","4,000,000","","법인","법인","202603","05","","","-","중개거래","서울 강남구, 서울 영등포구"
"3194","서울특별시 강남구 논현동","집합","58-2","학동로","준주거","제1종근린생활","25m이상","80.75"," ","108,000","2","개인","개인","202603","04","","2004","-","중개거래","서울 강남구"
"3195","서울특별시 종로구 돈의동","집합","137","돈화문로5가길","일반상업","판매","8m미만","7.70"," ","8,000","","개인","개인","202603","04","","2004","-","직거래","-"
"3196","서울특별시 강남구 논현동","일반","3*","논현로135길","제2종일반주거","제1종근린생활","8m미만","992.97","298.40","1,370,000","","법인","법인","202603","04","","2014","-","직거래","-"
"3197","서울특별시 동대문구 용두동","일반","2**","천호대로","제2종일반주거","제1종근린생활","25m이상","60.39","34.00","38,000","","개인","개인","202603","04","","1971","-","직거래","-"
"3198","서울특별시 동대문구 전농동","일반","6*","사가정로13길","제2종일반주거","제1종근린생활","8m미만","139.01","74.00","94,017","","법인","개인","202603","04","","1989","-","중개거래","서울 동대문구"
"3199","서울특별시 중구 충무로4가","집합","308","충무로2길","일반상업","숙박","12m미만","23.62"," ","30,000","9","개인","개인","202603","04","","2023","-","중개거래","서울 중구"
"3200","서울특별시 중구 충무로4가","집합","334","창경궁로1길","일반상업","숙박","12m미만","24.55"," ","24,600","5","개인","개인","202603","04","","2021","-","중개거래","서울 중구"
"3201","서울특별시 종로구 숭인동","일반","6**","숭인동1가길","제2종일반주거","제1종근린생활","8m미만","97.80","50.00","35,000","","개인","개인","202603","04","","","-","중개거래","서울 종로구"
"3202","서울특별시 강남구 수서동","집합","725","광평로56길","일반상업","업무","25m미만","58.35"," ","50,000","3","법인","개인","202603","04","","1997","-","중개거래","서울 강남구"
"3203","서울특별시 성동구 용답동","집합","234","자동차시장1길","유통상업","제2종근린생활","12m미만","79.27"," ","28,000","","개인","개인","202603","04","","1979","-","중개거래","서울 성동구"
"3204","서울특별시 송파구 석촌동","일반","2**","송파대로37길","제2종일반주거","제2종근린생활","8m미만","386.04","175.50","335,000","","법인","법인","202603","04","","1985","-","중개거래","서울 강남구"
"3205","서울특별시 강남구 자곡동","집합","631","자곡로","제3종일반주거","기타","12m미만","52.68"," ","48,000","5","개인","개인","202603","04","","2015","-","직거래","-"
"3206","서울특별시 동대문구 청량리동","일반","6**","약령시로","일반상업","제1종근린생활","25m이상","974.43","263.40","625,000","","법인","개인","202603","04","","1969","-","중개거래","서울 강남구"
"3207","서울특별시 마포구 창전동","일반","*","와우산로","제2종일반주거","기타","25m미만","707.26","215.80","605,000","","법인","개인","202603","04","","2005","20260429","중개거래","서울 서초구"
"3208","서울특별시 마포구 창전동","일반","*","와우산로","제2종일반주거","기타","25m미만","707.26","215.80","605,000","","법인","개인","202603","04","","2005","-","중개거래","서울 서초구"
"3209","서울특별시 송파구 문정동","집합","145","송이로31길","제3종일반주거","제2종근린생활","12m미만","35.65"," ","80,000","","개인","개인","202603","04","","1989","-","중개거래","서울 송파구"
"3210","서울특별시 관악구 봉천동","집합","1653-10","인헌1길","제3종일반주거","제1종근린생활","8m미만","83.55"," ","36,000","1","개인","개인","202603","04","","2003","-","중개거래","서울 관악구"
"3211","서울특별시 중구 묵정동","일반","3*","퇴계로48길","제3종일반주거","제1종근린생활","8m미만","106.69","89.60","76,000","","개인","개인","202603","04","지분","1956","-","직거래","-"
"3212","서울특별시 송파구 장지동","집합","881","위례광장로","근린상업","교육연구","25m미만","38.90"," ","18,000","7","개인","개인","202603","04","","2017","-","중개거래","경기 하남시"
"3213","서울특별시 관악구 봉천동","일반","6**","보라매로2길","제2종일반주거","제1종근린생활","12m미만","97.32","91.00","66,000","","개인","개인","202603","04","","1987","-","직거래","-"
"3214","서울특별시 강서구 마곡동","집합","796-3","마곡동로","준공업","제1종근린생활","25m이상","84.49"," ","55,000","3","개인","개인","202603","04","","2016","-","중개거래","서울 강서구"
"3215","서울특별시 강남구 논현동","집합","58-2","학동로","준주거","제2종근린생활","25m이상","80.75"," ","100,000","2","개인","개인","202603","04","","2004","-","중개거래","서울 강남구"
"3216","서울특별시 중구 충무로4가","집합","308","충무로2길","일반상업","숙박","12m미만","23.62"," ","29,500","12","개인","개인","202603","04","","2023","-","중개거래","서울 중구"
"3217","서울특별시 구로구 고척동","집합","83-6","중앙로3길","준공업","판매","25m미만","26.80"," ","14,000","","개인","개인","202603","03","","1992","-","중개거래","서울 구로구"
"3218","서울특별시 서초구 우면동","집합","66-1","바우뫼로7길","준주거","제1종근린생활","25m미만","49.98"," ","20,000","2","개인","개인","202603","03","","1995","-","중개거래","서울 서초구"
"3219","서울특별시 종로구 재동","일반","8*","북촌로","제1종일반주거","제1종근린생활","25m미만","35.37","63.10","200,000","","법인","개인","202603","03","","","-","중개거래","서울 강남구"
"3220","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","32,877","","개인","법인","202603","03","","","-","중개거래","서울 강남구"
"3221","서울특별시 용산구 원효로1가","집합","13-7","백범로79나길","제2종일반주거","제2종근린생활","8m미만","30.32"," ","44,000","3","개인","개인","202603","03","","2008","-","중개거래","서울 용산구"
"3222","서울특별시 종로구 예지동","집합","269-1","","일반상업","제2종근린생활","8m미만","6.30"," ","9,000","1","개인","개인","202603","03","","1991","-","직거래","-"
"3223","서울특별시 강남구 대치동","일반","9**","삼성로71길","제2종일반주거","제1종근린생활","8m미만","50.04","27.88","74,100","","법인","개인","202603","03","","2002","-","중개거래","서울 강남구"
"3224","서울특별시 강서구 등촌동","집합","669-1","공항대로","제3종일반주거","기타","25m이상","76.09"," ","30,800","7","개인","개인","202603","03","","2003","-","직거래","-"
"3225","서울특별시 송파구 잠실동","집합","320","백제고분로18길","제3종일반주거","제1종근린생활","25m미만","24.00"," ","41,880","","기타","개인","202603","03","","1983","-","직거래","-"
"3226","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","13.39"," ","32,877","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3227","서울특별시 서초구 서초동","일반","1***","서초중앙로20길","일반상업","제2종근린생활","12m미만","819.94","350.80","2,480,000","","법인","개인","202603","03","","1988","-","중개거래","서울 강남구"
"3228","서울특별시 동대문구 전농동","집합","493-71","답십리로","제3종일반주거","업무","25m이상","166.12"," ","120,000","","개인","개인","202603","03","","1965","-","중개거래","서울 동대문구"
"3229","서울특별시 강남구 도곡동","집합","895-8","논현로","제3종일반주거","제2종근린생활","25m이상","27.64"," ","70,000","2","개인","개인","202603","03","","1988","-","중개거래","서울 강남구"
"3230","서울특별시 용산구 한남동","일반","7**","이태원로55나길","제1종일반주거","제1종근린생활","8m미만","813.26","287.31","1,012,147","","법인","법인","202603","03","지분","2016","-","직거래","-"
"3231","서울특별시 용산구 서계동","집합","234-5","청파로89길","제2종일반주거","업무","8m미만","50.40"," ","86,000","3","개인","개인","202603","03","","2008","-","중개거래","서울 용산구"
"3232","서울특별시 용산구 원효로3가","집합","1-66","원효로41길","제2종일반주거","제2종근린생활","8m미만","7.08"," ","21,000","1","개인","개인","202603","03","","1965","-","중개거래","서울 용산구"
"3233","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","32,877","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3234","서울특별시 송파구 문정동","집합","643-1","법원로","일반상업","제1종근린생활","25m이상","108.00"," ","165,000","","법인","개인","202603","03","","2016","-","중개거래","서울 송파구"
"3235","서울특별시 마포구 아현동","집합","797","마포대로24길","제2종일반주거","제1종근린생활","-","63.88"," ","28,500","1","법인","법인","202603","03","","2025","-","중개거래","서울 마포구"
"3236","서울특별시 노원구 중계동","일반","5**","동일로203가길","일반상업","판매","25m미만","33.06","4.66","2,400","","법인","개인","202603","03","지분","1991","-","직거래","-"
"3237","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","32,877","","개인","법인","202603","03","","","-","중개거래","서울 강남구"
"3238","서울특별시 용산구 이태원동","일반","9*","보광로","제2종일반주거","제1종근린생활","25m미만","387.44","221.00","820,000","","법인","개인","202603","03","","1993","-","중개거래","서울 용산구"
"3239","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","32,877","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3240","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","10.94"," ","27,027","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3241","서울특별시 성동구 성수동2가","일반","2**","성수일로10길","준공업","제2종근린생활","12m미만","220.17","149.10","597,000","","법인","법인","202603","03","","1980","-","중개거래","서울 강남구"
"3242","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","32,877","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3243","서울특별시 영등포구 여의도동","집합","13-25","은행로","일반상업","제2종근린생활","25m이상","83.16"," ","75,450","","법인","개인","202603","03","","1985","-","직거래","-"
"3244","서울특별시 영등포구 여의도동","집합","13-25","은행로","일반상업","제2종근린생활","25m이상","61.20"," ","55,520","","법인","개인","202603","03","","1985","-","직거래","-"
"3245","서울특별시 광진구 구의동","집합","252-9","자양로22길","준주거","제2종근린생활","8m미만","10.92"," ","13,000","1","개인","개인","202603","03","","2014","-","중개거래","서울 광진구"
"3246","서울특별시 마포구 서교동","일반","4**","동교로19길","제2종일반주거","제2종근린생활","8m미만","448.41","269.80","560,000","","법인","법인","202603","03","","2024","-","중개거래","서울 마포구"
"3247","서울특별시 용산구 갈월동","집합","93-38","한강대로81길","일반상업","제2종근린생활","8m미만","40.28"," ","180,000","2","개인","개인","202603","03","","2009","-","중개거래","서울 용산구"
"3248","서울특별시 마포구 상수동","일반","3**","와우산로5길","제2종일반주거","제2종근린생활","8m미만","196.06","159.00","333,000","","법인","개인","202603","03","","1976","-","중개거래","서울 마포구"
"3249","서울특별시 은평구 역촌동","집합","25-112","진흥로7가길","제2종일반주거","제2종근린생활","8m미만","40.15"," ","18,200","2","개인","개인","202603","03","","2011","-","중개거래","서울 은평구"
"3250","서울특별시 은평구 역촌동","집합","71-1","갈현로11길","제2종일반주거","제2종근린생활","12m미만","65.16"," ","15,000","3","기타","기타","202603","03","","","-","직거래","-"
"3251","서울특별시 강남구 논현동","일반","2**","학동로","제3종일반주거","제1종근린생활","25m이상","1266.59","459.10","2,500,000","","법인","개인","202603","03","","1988","-","중개거래","서울 강남구"
"3252","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","14.73"," ","30,576","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3253","서울특별시 서초구 반포동","집합","20-45","잠원로","제3종일반주거","업무","25m이상","36.29"," ","160,000","1","개인","개인","202603","03","","2009","-","중개거래","서울 강남구, 서울 서초구"
"3254","서울특별시 구로구 구로동","집합","3-25","새말로","일반상업","판매","25m이상","10.43"," ","2,800","","개인","개인","202603","03","","2007","-","중개거래","서울 금천구"
"3255","서울특별시 성북구 동선동1가","집합","121-6","동소문로20나길","준주거","제1종근린생활","12m미만","78.34"," ","21,700","","개인","개인","202603","03","","1989","-","직거래","-"
"3256","서울특별시 성북구 동선동1가","집합","121-6","동소문로20나길","준주거","제1종근린생활","12m미만","96.13"," ","26,300","","개인","개인","202603","03","","2010","-","직거래","-"
"3257","서울특별시 강남구 대치동","일반","9**","삼성로71길","제2종일반주거","제2종근린생활","8m미만","23.10","12.87","34,300","1","법인","개인","202603","03","","2002","-","중개거래","서울 강남구"
"3258","서울특별시 강서구 마곡동","집합","757-2","마곡중앙로","일반상업","업무","25m이상","38.52"," ","21,000","9","법인","개인","202603","03","","2017","-","중개거래","서울 강서구"
"3259","서울특별시 강서구 마곡동","집합","767-4","마곡중앙로","일반상업","업무","25m이상","54.51"," ","60,000","","법인","개인","202603","03","","2024","-","중개거래","서울 강서구"
"3260","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","7.04"," ","44,655","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3261","서울특별시 송파구 문정동","집합","150","중대로","제3종일반주거","판매","25m이상","11.98"," ","60,000","","개인","개인","202603","03","","1988","-","중개거래","서울 강동구, 서울 송파구"
"3262","서울특별시 관악구 봉천동","일반","8**","관악로15길","일반상업","제1종근린생활","8m미만","211.47","106.40","225,000","","법인","법인","202603","03","","1975","-","중개거래","서울 강남구"
"3263","서울특별시 서초구 반포동","일반","7**","주흥13길","제2종일반주거","제2종근린생활","12m미만","179.16","86.20","205,000","","법인","개인","202603","03","","1996","-","중개거래","서울 강남구"
"3264","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.14"," ","27,027","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3265","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","12.95"," ","32,877","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3266","서울특별시 강남구 대치동","집합","950","영동대로85길","제3종일반주거","제2종근린생활","12m미만","11.10"," ","30,576","","개인","개인","202603","03","","","-","중개거래","서울 강남구"
"3267","서울특별시 성동구 성수동1가","집합","13-207","성수일로","준공업","업무","25m미만","42.20"," ","43,000","2","법인","법인","202603","03","","2019","-","중개거래","서울 성동구"
"3268","서울특별시 성동구 행당동","집합","347","행당로9길","제3종일반주거","제1종근린생활","25m미만","33.07"," ","46,500","1","개인","기타","202603","02","","2000","-","중개거래","서울 성동구"
"3269","서울특별시 동대문구 전농동","집합","493-72","답십리로","제3종일반주거","제1종근린생활","25m이상","16.43"," ","70,150","1","개인","개인","202603","02","","","-","중개거래","서울 동대문구"
"3270","서울특별시 용산구 서계동","집합","36","청파로85길","제2종일반주거","제1종근린생활","8m미만","34.91"," ","55,000","3","개인","개인","202603","02","","2007","-","중개거래","서울 마포구, 서울 용산구"
"3271","서울특별시 서초구 반포동","집합","885","신반포로","제3종일반주거","판매","12m미만","12.46"," ","60,000","","개인","개인","202603","02","","","-","중개거래","서울 서초구"
"3272","서울특별시 동작구 노량진동","집합","283-3","노량진로6길","제3종일반주거","제1종근린생활","12m미만","16.19"," ","17,600","","개인","개인","202603","02","","1993","-","중개거래","서울 동작구"
"3273","서울특별시 동작구 노량진동","집합","283-3","노량진로6길","제3종일반주거","제1종근린생활","12m미만","11.60"," ","9,000","","개인","개인","202603","02","","1993","-","중개거래","서울 동작구"
"3274","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","12.74"," ","38,000","20","개인","법인","202603","01","","","-","중개거래","서울 용산구"
"3275","서울특별시 성동구 하왕십리동","집합","1070","왕십리로","제3종일반주거","제2종근린생활","25m이상","43.11"," ","31,800","2","개인","개인","202603","01","","2016","-","중개거래","서울 성동구"
"3276","서울특별시 용산구 용산동2가","일반","1*","소월로20길","제1종일반주거","제2종근린생활","8m미만","526.70","260.80","681,486","","법인","법인","202603","01","","1984","-","직거래","-"
"3277","서울특별시 금천구 시흥동","집합","1031","시흥대로73길","준공업","제2종근린생활","25m미만","32.20"," ","80,000","1","법인","개인","202603","01","","2019","-","중개거래","서울 금천구"
"3278","서울특별시 금천구 시흥동","집합","1031","시흥대로73길","준공업","제2종근린생활","25m미만","32.20"," ","80,000","1","법인","개인","202603","01","","2019","-","중개거래","서울 금천구"
"3279","서울특별시 강남구 신사동","집합","579-3","압구정로","제3종일반주거","제1종근린생활","25m이상","6.45"," ","13,870","2","개인","개인","202603","01","지분","2005","-","직거래","-"
"3280","서울특별시 강남구 신사동","집합","579-3","압구정로","제3종일반주거","제1종근린생활","25m이상","5.17"," ","11,120","2","개인","개인","202603","01","지분","2005","-","직거래","-"
"3281","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","4.27"," ","3,000","30","개인","개인","202602","28","","2006","-","직거래","-"
"3282","서울특별시 동작구 신대방동","집합","686-48","시흥대로","준주거","업무","25m이상","36.24"," ","31,390","4","개인","개인","202602","28","","2022","-","중개거래","서울 동작구"
"3283","서울특별시 구로구 온수동","집합","141","부일로9길","제2종일반주거","제1종근린생활","25m미만","23.46"," ","8,500","2","개인","개인","202602","28","","2010","-","중개거래","서울 구로구"
"3284","서울특별시 강서구 등촌동","집합","698-1","공항대로41길","준주거","제2종근린생활","25m미만","20.93"," ","7,600","","개인","개인","202602","28","","1995","-","중개거래","서울 강서구"
"3285","서울특별시 마포구 동교동","일반","1**","신촌로","준주거","제2종근린생활","25m이상","259.00","128.00","391,000","","개인","법인","202602","28","","","-","중개거래","서울 마포구"
"3286","서울특별시 강북구 수유동","일반","1**","한천로139가길","준주거","제2종근린생활","8m미만","444.04","125.60","367,000","","개인","개인","202602","28","","2022","-","중개거래","서울 강북구"
"3287","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","18.76"," ","47,000","40","개인","법인","202602","28","","","-","중개거래","서울 용산구"
"3288","서울특별시 종로구 숭인동","집합","310","종로","일반상업","제1종근린생활","25m이상","225.38"," ","200,000","2","법인","개인","202602","28","","2004","-","중개거래","서울 강남구"
"3289","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","7.23"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3290","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.84"," ","3,000","41","개인","개인","202602","28","","2006","-","직거래","-"
"3291","서울특별시 관악구 봉천동","집합","862-1","남부순환로","일반상업","판매","25m이상","6.14"," ","3,000","40","개인","개인","202602","28","","2006","-","직거래","-"
"3292","서울특별시 노원구 상계동","집합","292-1","노해로","준주거","제1종근린생활","25m이상","3.60"," ","1,900","40","법인","개인","202602","28","","2005","-","직거래","-"
